team1_strength,team2_strength,strength_difference,home_advantage,competition_level,team1_goals_per_game,team2_goals_per_game,team1_goals_against_per_game,team2_goals_against_per_game,team1_shots_per_game,team2_shots_per_game,team1_shot_accuracy,team2_shot_accuracy,team1_possession,team2_possession,outcome
82.45071229516849,53.340828385945784,29.109883909222702,1,7,2.6372821463683653,1.5532850343993507,0.9474733747840869,1.4683436119696953,16.126582597678528,11.743009746742711,49.222424995354736,34.27097641647839,62.21602927373179,37.78397072626821,0
46.30079633013303,64.79734097141593,-18.496544641282902,0,6,1.7286391344192225,1.6312913542297576,0.8234473456269678,1.0984159822615391,14.301784173323252,14.447328489322748,42.75789814817206,38.326125689951226,52.71385227974925,47.28614772025075,0
65.99041965121792,51.49967500248068,14.490744648737241,1,7,2.3851281087743357,1.3609529392460302,1.0314967010008633,1.195878002469617,15.48809716710219,9.130310376269065,42.513046766109184,35.89051870810351,60.413483670229816,39.586516329770184,0
77.57052421784955,42.89097588561871,34.679548332230844,0,8,2.279610593213915,1.1740290188120115,0.6370650194787394,1.3299434918991029,16.340070820055985,11.15558134785016,52.05587643324245,36.261192167450034,62.77909823530412,37.22090176469588,0
62.41173715166042,51.28945148978543,11.12228566187499,1,8,2.2275764211608293,1.532209977014018,0.7851089080791708,1.2025166855309033,15.805464794527031,12.43360711795795,45.3869039231741,38.26848899163316,58.56725550547499,41.43274449452501,1
65.32320368092314,72.94521103460168,-7.622007353678541,0,7,2.4434539166552804,1.814450487515985,0.9069919427077103,0.8659544767268661,16.268347911813272,13.280245152701944,46.387801913417235,37.98579284589982,53.57947912374162,46.42052087625838,2
62.87259595660218,48.97891547698556,13.89368047961662,1,8,2.514787150759254,1.6004339540867203,0.866064817955718,1.4912852982892053,15.126885225876215,11.907379919152023,43.61198970751849,33.812796655603805,56.39819473192396,43.60180526807604,1
53.04727577801822,30.0,23.047275778018218,0,6,2.2239545527820814,1.340587265306702,1.0385235544111215,1.712240824514213,12.221467129045722,8.85694319153274,47.473695160482436,30.944347586465078,50.58894128963297,49.41105871036703,0
75.90345314911539,84.55890534982343,-8.65545220070804,0,6,2.527789963727853,2.128693048714074,0.7839517967548287,0.7408736194595421,17.215099066444253,13.82546735367618,51.34895912840799,39.18361870558047,64.38907356263137,35.61092643736863,1
53.97223405811579,44.43231017764277,9.539923880473019,1,7,2.186879202762998,1.807805643400334,1.1833716036479174,1.4793193093740218,13.95223942781672,11.315025343287672,39.82443790450303,35.49547013267475,53.05037401783933,46.94962598216067,0
63.251200614956446,51.13526180553189,12.115938809424556,1,8,2.50122505454315,1.3208560637961875,0.975104582811142,1.5801777478649177,13.45261281463529,11.252749566864217,46.59244853648438,37.57252097643831,53.93938799035705,46.06061200964295,1
55.193150803735854,62.411690146133736,-7.218539342397882,0,6,2.4368908738632675,1.781433006091781,1.1647924052416654,1.2524612897528482,13.19859717193963,12.794048801088888,47.77360468547657,39.68584122386688,53.17513837486291,46.82486162513709,0
92.37893368511106,45.151812179779476,47.22712150533159,1,8,3.0272328383308973,1.8566357792274817,0.5546445783782367,1.3548142048294638,16.50080026518336,9.89329844582133,52.863428293035454,35.05381836040583,64.30585913501227,35.69414086498773,0
87.40774873554035,85.0,2.407748735540352,0,6,2.7920925632701152,1.882396874786775,0.7976840152954767,0.9162970096705033,16.85534808174541,12.97586761111834,54.0729596377283,40.64261330296599,64.81269913181889,35.18730086818111,0
68.30227571899468,65.27678553188167,3.0254901871130073,0,7,2.464077148112141,1.8562152589239924,0.747794075941894,1.2091837684454856,15.522390775965574,10.773636834082279,48.14893101079352,39.73771068548104,61.909608873324764,38.090391126675236,0
90.80703078052355,65.86146351947872,24.94556726104483,1,8,2.7137456795525177,1.7927083156853483,0.7411027289555763,1.393542959977327,17.271868835182516,13.282569139140808,55.66636552664322,38.86918117842496,63.68994892226168,36.31005107773832,0
63.40762178193643,52.15817671911989,11.249445062816534,1,6,2.8042689054095575,1.208919612268449,1.04204756717294,1.1278781452538738,14.60067787676548,12.21844120011456,46.044745502770496,32.19840101003606,55.53561322860738,44.46438677139262,0
85.19396623402014,83.66843148870956,1.5255347453105799,1,8,3.102174143876469,2.0580551279826165,0.743983507721768,1.0858449207573089,16.186947551245904,12.57560714510339,46.291094481233436,39.418229064471646,67.02269843862848,32.97730156137152,0
67.87582033258566,47.160049209115456,20.715771123470205,1,8,2.1695879751195326,1.6909731275476871,1.2038135855608671,1.5946291001550557,13.91069566065284,10.345368879680677,50.76968853070628,32.309001444966746,59.906622350955814,40.093377649044186,0
86.61951080144006,54.76669430920542,31.852816492234638,0,6,2.5726328631137045,1.2225081003265514,0.46553694414370334,1.5647264274499866,18.25282467126644,11.157589512012619,50.257883386596376,36.12886556876162,69.36789294563899,30.632107054361015,1
60.27737023428074,60.54524169115925,-0.26787145687850966,0,8,2.298953081215057,1.6311159059950366,0.9936991589763183,1.3516862175019275,16.408206434887813,10.394899002642704,51.468442682538985,31.252784939664345,56.6001187617494,43.3998812382506,2
83.82475809726864,49.16280680737167,34.66195128989697,0,8,2.750365298007979,1.4129946691293194,0.6407796066953224,1.5545223687738006,18.158530895243864,11.31178232038477,52.70013192642433,32.94345878967899,64.39521556931071,35.60478443068929,0
86.20940407684893,62.32444318520158,23.884960891647346,1,7,3.0073022525409656,1.616552370010858,0.7475517582533185,1.1971288975420935,16.679071122920696,12.838243443099284,54.028600066176324,39.90541754504223,66.15831723683277,33.84168276316723,0
75.31505762449139,52.12930242556294,23.185755198928447,0,9,2.726465979454416,1.5277314439257357,0.7042551060698466,1.6570374120181144,17.09043169250623,9.33571304539856,47.48844387075312,39.04062925044831,56.473030117257714,43.526969882742286,1
84.36179725578234,62.54014611117136,21.821651144610975,0,7,2.7336732622428275,1.602669849365148,0.8339263929432748,1.2023793472182802,15.923446583670074,11.431022925017288,52.32924367677246,35.816855563822344,59.40569826445717,40.59430173554283,0
78.65530817237868,49.80035911716928,28.854949055209403,1,8,2.6565600926083097,1.777876254439324,0.6845290423451577,1.3031608558639667,17.652536020038468,8.95094561205802,54.373923884722686,34.053099097204935,60.717373147504844,39.282626852495156,0
79.84077840507135,45.07322867737213,34.76754972769922,1,7,2.6153819815999126,1.5564407745803703,0.8454322578958107,1.4087917277339148,16.611354754216123,10.716986121424123,50.25322289691433,31.695616383908025,61.041686203791095,38.958313796208905,0
82.46997436868175,49.816693580699535,32.65328078798221,1,7,3.0564529399336573,1.525064016584591,0.8568066765479845,1.1846388710093523,17.38160436040871,10.831277656587869,46.552319725616634,38.06113992819384,56.0636008987483,43.9363991012517,0
80.12633963665739,77.51405007059063,2.6122895660667638,0,8,2.4625911791901616,2.0610945853601605,0.540448943307015,1.289522113889884,17.58954729165388,12.181667352130733,44.89218132189172,44.56442713661436,60.68164839157363,39.31835160842637,0
93.56724467960193,53.69645603093373,39.870788648668196,1,8,2.8731134125733,1.9086935050507854,0.624061836009469,1.3012960593344616,15.886256101830671,9.853197246314167,54.998286599826095,38.92063164851815,68.33756192667494,31.662438073325063,0
79.98471017969388,46.01816156132136,33.96654861837252,1,8,2.875584220047255,1.5037761197018422,1.0492956665759716,1.7190468645079815,16.149812665896434,11.732660644633636,51.93230539367891,38.30952698486132,58.10217165419846,41.89782834580154,0
85.29077189997659,34.22952275481319,51.0612491451634,0,9,3.0241016525959408,1.3534697251568824,0.35088086298071935,1.5477795070262026,18.157707392862264,11.035318742018873,52.314794646185945,31.801749775057825,64.4473706690843,35.55262933091571,0
80.76098173408961,54.60766302287088,26.15331871121873,0,7,2.3928037711126424,1.7530494551090707,0.7858579561054518,1.1945107497307041,15.947011621390475,10.217246259483302,50.002208141702894,38.78695956607789,58.195018207811295,41.804981792188705,0
82.56069773276766,45.21401112053814,37.346686612229526,0,6,2.5742874605430464,1.1913923929615673,0.6805417036197942,1.4756249447661105,14.322053328580616,10.610891154752432,50.76657667841771,35.58656919617925,65.126044764281,34.873955235718995,0
73.31507925463755,52.34836480560132,20.966714449036232,1,8,2.4135711970613705,1.4700618239550838,0.7789612943716027,1.0218347180112435,14.350015278172451,12.507776155780604,53.26367295416324,34.722564842451135,61.39268674009481,38.60731325990519,0
79.66875231815304,43.33277742731114,36.3359748908419,0,7,2.649934032090262,1.2878904920138234,0.6082936896141029,1.4653053476335827,16.325709308078707,9.538704012692078,47.954068041199214,31.346880574103757,59.881382728112,40.118617271888,1
95.0,65.5796770833934,29.420322916606594,1,7,2.925473661529524,1.6114383159852483,0.7884686115904487,1.262721027385191,16.562753845673544,11.744441946919997,51.12314523984573,33.96753622378567,66.77853264259493,33.221467357405075,0
95.0,55.33229117939455,39.66770882060545,0,6,2.9354730957074313,1.5383623871246432,0.46610106046184,1.2680613901331619,17.1865487611823,10.491353699744938,52.114492402004466,28.558179670892265,66.0539266046655,33.946073395334494,2
71.41577929700385,44.10923605550083,27.30654324150302,1,8,2.370129761232403,1.6127167859976637,0.9181482265796109,1.3358374085032056,15.812594649189535,11.397941286701839,42.84572898088685,35.45192778823997,57.295284582563234,42.704715417436766,0
83.5589800288974,58.35708819744051,25.201891831456884,0,6,2.1558706716282123,1.3704982163276094,0.8169526868400264,1.1121295059473504,16.95246106801505,14.285202715335481,46.056728177358686,36.22576342446695,60.489415592873684,39.510584407126316,0
90.0943921382166,48.07729756572222,42.017094572494386,0,8,2.9276598940709553,1.8094731876174135,0.2481206193223074,1.3073835457593173,17.784623498237867,10.681592467900341,53.63703565466808,32.803503952996984,63.278647790062024,36.721352209937976,0
72.66484146911881,53.56178896761281,19.103052501506,1,6,2.5307130384867347,1.5397311323841243,0.7801633492106227,1.4316574273979872,16.848108244610103,9.00560078638289,49.24854564129999,34.90174783748995,62.37581910680799,37.62418089319201,1
44.428131972332196,42.902964268991155,1.5251677033410402,0,7,2.0033900513398897,1.778831926489924,1.215901522396638,1.4664934209127942,14.383656138970064,8.363042547131585,41.81387666740875,35.89318843545913,49.449867657126916,50.550132342873084,0
